总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
100.0,14472,硚口 古田 ,古田帝园,2室2厅1厨1卫,高楼层 (共18层),69.1㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2020-10-28,商品房,2015-05-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200104Jmgyk
99.0,13113,硚口 古田 二至三环,赛达国际,2室2厅1厨1卫,低楼层 (共32层),75.5㎡,平层,暂无数据,塔楼,东 南 北,钢混结构,其他,两梯五户,有,暂无数据,2022-08-30,商品房,2019-10-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221018WGLhO
80.0,13124,硚口 宝丰崇仁 ,中山大道7号,2室1厅1厨1卫,中楼层 (共6层),60.96㎡,平层,暂无数据,暂无数据,南,混合结构,简装,暂无数据,无,暂无数据,2022-09-08,商品房,2014-03-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210524lq9Qh
72.0,11983,硚口 宝丰崇仁 二至三环,中环新天地,2室1厅1厨1卫,中楼层 (共28层),60.09㎡,平层,暂无数据,塔楼,南,钢混结构,简装,四梯二十四户,有,暂无数据,2020-12-09,商品房,2018-01-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201223SOLX3
57.0,14945,硚口 宝丰崇仁 一至二环,建乐小区,1室1厅1厨1卫,中楼层 (共7层),38.14㎡,平层,38㎡,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-04-15,商品房,2015-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230417PoiWp
89.0,15465,硚口 古田 ,古田帝园,1室1厅1厨1卫,高楼层 (共18层),57.55㎡,平层,44.96㎡,塔楼,南,钢混结构,精装,两梯五户,有,暂无数据,2022-02-08,拆迁还建房,2012-12-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220210RW3Ad
81.0,12487,硚口 集贤 一至二环,宝丰街站邻园社区,2室1厅1厨1卫,中楼层 (共6层),64.87㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2021-06-07,商品房,2018-05-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20211105wxylo 
78.0,16512,硚口 集贤 ,金海名都,1室1厅1厨1卫,低楼层 (共32层),47.24㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十四户,有,暂无数据,2021-10-11,商品房,2014-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211013EPklj
70.0,10748,硚口 长丰常码头 二至三环,天顺园九村,2室1厅1厨1卫,低楼层 (共11层),65.13㎡,平层,60㎡,板楼,东,钢混结构,其他,一梯四户,有,暂无数据,2023-10-01,拆迁还建房,2012-02-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231009meSvF
65.0,17164,硚口 集贤 一至二环,荣西社区,2室0厅1厨1卫,高楼层 (共6层),37.87㎡,平层,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2023-03-13,商品房,2009-06-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2023031464Ht3
77.0,9474,硚口 长丰常码头 一至二环,华生汉口城市广场,2室1厅1厨1卫,低楼层 (共11层),81.28㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,有,暂无数据,2023-06-06,拆迁还建房,2021-06-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202305139Lc5f
100.0,13083,硚口 集贤 一至二环,三五零六社区,2室1厅1厨1卫,中楼层 (共7层),76.44㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-07-30,商品房,2011-04-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230808AxL8O
81.0,14907,硚口 古田 二至三环,招商江湾国际,2室2厅1厨1卫,低楼层 (共45层),54.34㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯十二户,有,暂无数据,2023-02-25,商品房,2019-02-01,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,202207239EBBj	
72.0,11983,硚口 宝丰崇仁 二至三环,中环新天地,2室1厅1厨1卫,中楼层 (共28层),60.09㎡,平层,暂无数据,塔楼,南,钢混结构,简装,四梯二十四户,有,暂无数据,2020-12-09,商品房,2018-01-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201223SOLX3
67.5,18999,硚口 集贤 二至三环,硚口金利屋,1室0厅1厨1卫,高楼层 (共29层),35.53㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯七户,有,暂无数据,2023-02-07,商品房,2020-08-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200728W7mc5
100.0,14472,硚口 古田 ,古田帝园,2室2厅1厨1卫,高楼层 (共18层),69.1㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2020-10-28,商品房,2015-05-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200104Jmgyk
75.0,12482,硚口 宝丰崇仁 二至三环,中环新天地,2室1厅1厨1卫,中楼层 (共28层),60.09㎡,复式,暂无数据,塔楼,南 西,钢混结构,简装,四梯二十四户,有,暂无数据,2022-03-15,商品房,2007-06-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220318inBuL
95.0,15400,硚口 集贤 一至二环,荣华社区,2室1厅1厨1卫,中楼层 (共8层),61.69㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-09-17,商品房,2018-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20201109Xby1P
75.0,8464,硚口 古田 ,天勤花园,2室2厅1厨1卫,低楼层 (共18层),88.62㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-04-20,商品房,2019-09-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230420QouY0
90.0,16569,硚口 集贤 一至二环,三五零六社区,2室1厅1厨1卫,高楼层 (共6层),54.32㎡,平层,暂无数据,板楼,南 北,混合结构,其他,暂无数据,无,暂无数据,2023-10-14,商品房,2014-08-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221103fLWjl
92.0,11945,硚口 古田 ,中民·幸福里,2室2厅1厨1卫,低楼层 (共34层),77.02㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-08-21,限价商品房,2020-11-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230821weWg3
53.0,14513,硚口 集贤 一至二环,荣东社区,1室1厅1厨1卫,中楼层 (共8层),36.52㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-05-08,商品房,2009-08-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220513c5Cty
98.0,11325,硚口 长丰常码头 一至二环,华生汉口城市广场,3室2厅1厨1卫,高楼层 (共9层),86.54㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,有,暂无数据,2023-03-04,拆迁还建房,2020-05-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230304K6NM6
70.0,13611,硚口 古田 ,解放大道92号,1室1厅1厨1卫,高楼层 (共6层),51.43㎡,平层,48㎡,平房,南,未知结构,精装,暂无数据,无,暂无数据,2022-12-07,私产,2002-07-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221007joBXm
55.0,12609,硚口 汉正街 一至二环,双龙小区,1室1厅1厨1卫,高楼层 (共12层),43.62㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯三十一户,有,暂无数据,2023-03-05,商品房,2016-09-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202001110Q4yw
97.5,23950,硚口 集贤 ,崇仁新都,2室1厅1厨2卫,高楼层 (共20层),40.71㎡,复式,暂无数据,塔楼,南,钢混结构,简装,两梯二十户,有,暂无数据,2023-06-29,商品房,2013-01-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230629hr25T
59.0,9114,硚口 宝丰崇仁 一至二环,玉二小区,2室1厅1厨1卫,高楼层 (共9层),64.74㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-04-25,商品房,2014-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202305174slEq
50.0,8850,硚口 长丰常码头 ,粮库宿舍,2室1厅1厨1卫,高楼层 (共6层),56.5㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2022-08-14,商品房,2019-08-14,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220814v33MM
85.0,21863,硚口 宝丰崇仁 一至二环,硚房翰林珑城,1室1厅1厨1卫,低楼层 (共20层),38.88㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯十七户,有,暂无数据,2023-02-14,商品房,2016-12-20,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,20201208f2EKb
60.0,13873,硚口 宝丰崇仁 一至二环,建乐小区,1室1厅1厨1卫,低楼层 (共7层),43.25㎡,平层,暂无数据,板楼,东南,钢混结构,精装,暂无数据,无,暂无数据,2021-10-19,商品房,2014-01-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200423tNbQA
78.0,14136,硚口 汉正街 ,民康大厦,1室1厅1厨1卫,中楼层 (共22层),55.18㎡,平层,暂无数据,塔楼,西南,钢混结构,其他,四梯十六户,有,暂无数据,2023-06-27,商品房,2019-06-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230628mWWhd
70.0,14099,硚口 宝丰崇仁 二至三环,中环新天地,1室0厅1厨1卫,高楼层 (共28层),49.65㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,四梯二十四户,有,暂无数据,2021-06-07,商品房,2020-06-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200618s7KiB
49.5,9968,硚口 汉正街 ,金涛鞋业市场,2室0厅1厨1卫,高楼层 (共7层),49.66㎡,平层,暂无数据,暂无数据,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-05,商品房,2012-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230605p9XJg
65.0,11618,硚口 汉正街 二至三环,多福大厦,2室1厅1厨1卫,高楼层 (共27层),55.95㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯十二户,有,暂无数据,2022-09-20,商品房,2003-06-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220921yJ75F
80.0,10765,硚口 汉正街 一至二环,美奇国际,2室1厅1厨1卫,中楼层 (共25层),74.32㎡,平层,70㎡,塔楼,东南,钢混结构,精装,三梯二十二户,有,暂无数据,2023-04-07,商品房,2016-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200807WkuDs
85.0,15614,硚口 宗关 二至三环,日月佳苑,1室1厅1厨1卫,低楼层 (共17层),54.44㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,有,暂无数据,2023-09-13,经济适用房,2021-04-08,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230914uk6R7
60.0,13334,硚口 汉正街 一至二环,美奇国际,1室0厅1厨1卫,中楼层 (共25层),45㎡,平层,暂无数据,塔楼,西,钢混结构,简装,三梯二十四户,有,暂无数据,2019-12-31,商品房,2014-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200103xnOuK
58.0,11682,硚口 宝丰崇仁 二至三环,中环新天地,1室1厅1厨1卫,高楼层 (共28层),49.65㎡,平层,暂无数据,塔楼,北,钢混结构,其他,四梯二十四户,有,暂无数据,2022-05-22,商品房,2016-05-11,普通住宅,满五年,非共有,"
                                有抵押 12万元 客户偿还
                              ",已上传房本照片,20220526jIBNQ
95.0,14511,硚口 集贤 ,滨水香苑,1室2厅1厨1卫,高楼层 (共18层),65.47㎡,平层,52.3㎡,塔楼,南,钢混结构,简装,三梯五户,有,暂无数据,2022-08-16,商品房,2009-11-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202208161lGrq
70.0,16471,硚口 宝丰崇仁 二至三环,中环新天地,1室1厅1厨1卫,低楼层 (共28层),42.5㎡,复式,30.4㎡,塔楼,南,钢混结构,精装,四梯二十四户,有,暂无数据,2022-05-13,商品房,2015-02-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220513I5ISo
100.0,27541,硚口 宝丰崇仁 二至三环,解放社区,1室1厅1厨1卫,低楼层 (共4层),36.31㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-09-10,房改房,2010-01-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230916pbBFP
86.0,11476,硚口 古田 一至二环,百姓之春,2室1厅1厨1卫,中楼层 (共11层),74.94㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,有,暂无数据,2023-10-07,经济适用房,2021-09-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231007ug3OS
82.0,9080,硚口 集贤 ,益寿里,2室2厅1厨1卫,高楼层 (共8层),90.31㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-10-12,商品房,2005-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231012wg5X3
70.0,7859,硚口 古田 ,正康社区,3室1厅1厨1卫,中楼层 (共7层),89.08㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,六梯三户,有,暂无数据,2023-03-02,商品房,2018-12-05,普通住宅,满五年,非共有,"
                                有抵押 52万元 平安银行 客户偿还
                              ",已上传房本照片,20230302bM8GI
85.0,9169,硚口 长丰常码头 二至三环,天顺园九村,3室1厅1厨1卫,高楼层 (共6层),92.71㎡,复式,暂无数据,板楼,北 南,钢混结构,精装,暂无数据,无,暂无数据,2022-03-25,商品房,2016-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220325fmALk
